Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Very_weak,Lokus,Box_general_from_comments,General_Kg_fromcomments
766,8,30,,,1991,7,29,Zion,Jaffa,,,3.6,,FALSE,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
767,13,15,,,1991,7,20,Zion,Ashdod(N),23,,5.8,,FALSE,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
768,,,,,1991,7,20,Zion,Jaffa,34,,לילה,,FALSE,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"2 ארגזים
1 דקר",FALSE,,2,
769,,,,,1991,7,21,Zion,,,,3.6,הרצליה,FALSE,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
770,,,,,1991,7,21,Zion,,,,4',פלמחים,FALSE,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
771,,,,,1991,7,21,Zion,,42,,לילה,עזה,FALSE,771,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
772,,,,,1991,7,20,Zion,,50,,לילה,,FALSE,772,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
773,,,,,1991,7,22,Zion,,22,,,עזה,FALSE,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
774,,,,,1991,7,22,Zion,Katza,,,וירידה ל-2.2,,FALSE,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
775,,,,,1991,7,22,Zion,Ashdod(N),40,,לילה,,FALSE,775,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
776,,,,,1991,7,23,Zion,,,,4',פלמחים,FALSE,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
1 ארגז דקרים",FALSE,,4,
777,,,,,1991,7,23,Zion,Katza,19.5-20,,,,FALSE,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,דגים יפים,FALSE,,,
778,07,00,11,00,1991,7,24,Levi,Ashdod(S),,,3.5-4,,FALSE,778,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,FALSE,,FALSE,1,,
779,11,45,15,00,1991,7,24,Levi,,,,4',עזה,FALSE,779,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,FALSE,,FALSE,1,,
780,15,30,19,00,1991,7,24,Levi,Katza,20,,4',,FALSE,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,6,
781,21,00,01,00,1991,7,24,Levi,Ashdod(N),42,,,,FALSE,781,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
782,02,00,06,00,1991,7,24,Levi,Jaffa,42,,,,FALSE,782,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
783,08,00,12,00,1991,7,25,Levi,Katza,20,,,,FALSE,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,FALSE,6 ארגזים,FALSE,1,6,
784,12,30,15,30,1991,7,25,Levi,Katza,20,,,,FALSE,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
785,7,00,11,15,1991,7,26,Levi,Ashdod(S),19-20,,,,FALSE,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,6 ארגזים,FALSE,1,6,
786,11,45,15,30,1991,7,26,Levi,Katza,20,,,,FALSE,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
787,16,00,20,00,1991,7,26,Levi,Katza,20,,,,FALSE,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
788,21,30,05,30,1991,7,26,Levi,Ashdod(N),42,,,,FALSE,788,,,,,,,,2,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
789,7,00,11,00,1991,7,27,Levi,,,,2.75,נתניה,FALSE,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,6 ארגזים,FALSE,2,6,
790,11,30,15,30,1991,7,27,Levi,,,,3.5',רידינג,FALSE,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
791,16,00,20,00,1991,7,27,Levi,,,,4' וירידה לבנק,פלמחים,FALSE,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,3,8,
792,21,00,05,00,1991,7,27,Levi,,,,,על הבנק סיבובים,FALSE,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגז
12 Kg",FALSE,,5,12 Kg
793,6,00,10,00,1991,7,28,Levi,Falick,,,2.75,,FALSE,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,1,5,
794,11,00,15,00,1991,7,28,Levi,Falick,,,2.75,,FALSE,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
795,6,30,9,30,1991,7,29,Levi,,16,,,בת ים,FALSE,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגזים
סימנים למליטות",FALSE,0.5,5,
796,10,30,14,30,1991,7,29,Levi,,16,,,בת ים,FALSE,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"8 ארגזים
שק גדול עם סרטנים. כל הזעיר נזרק לים",FALSE,1,8,
797,15,00,18,00,1991,7,29,Levi,,,,"2.75 צפונה
הרצליה ירידה ל-1.5 מיל",הרצליה,FALSE,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,2.5,5,
798,18,30,21,30,1991,7,29,Levi,,13,,,סידני עלי,FALSE,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,1,4,
799,22,00,06,00,1991,7,29,Levi,,13,,,נתניה,FALSE,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"13 Kg
10 ארגזים",FALSE,,10,13 Kg
800,7,00,11,30,1991,7,30,Levi,,13,,,הרצליה,FALSE,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
801,12,00,17,00,1991,7,30,Levi,,,,3.5 מיל,בת ים,FALSE,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
802,14,00,18,15,1991,7,31,Levi,Ashdod(N),,,"1650
3.5-4",,FALSE,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
803,19,00,00,00,1991,7,31,Levi,,,,"1650-1700
1 סיבוב חזרה",הילטון,FALSE,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגזים
5 Kg",FALSE,,5,5 Kg
804,00,30,05,00,1991,7,31,Levi,,,,"1600
1 מיל",נתניה,FALSE,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגזים
10 Kg",FALSE,,5,10 Kg
805,06,30,11,30,1991,8,1,Sharot,,,,"4 מיל
1750
4 סימנים",נתניה,FALSE,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
806,12,30,16,30,1991,8,1,Sharot,,,,"2 מיל
ועליה במדרגות דרומה",הילטון,FALSE,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
807,21,00,05,30,1991,8,1,Sharot,Ashdod(S),48-50,,"1 סיבוב חזרה
מהירות 2.7-2.8
8 סימנים",,FALSE,807,,,,,,,,4,,,,,,,80 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
808,07,00,12,00,1991,8,2,Sharot,,,,"3.5 מיל ועליה ל-3.8
מהירות 3 קשר
4 סימנים",ניצנים,FALSE,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
809,12,45,18,00,1991,8,2,Sharot,,,,"3.5 מיל
4 סימנים",תל יונה,FALSE,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
810,19,15,00,15,1991,8,2,Sharot,Ashdod(S),48-50,,"8 סימנים
2.8",,FALSE,810,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
811,00,45,06,00,1991,8,2,Sharot,,48-50,,,עזה,FALSE,811,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,40 Kg,FALSE,,,40 Kg
812,7,00,11,00,1991,8,3,Sharot,Ashdod(N),26,,,,FALSE,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,1,
813,12,00,16,00,1991,8,3,Sharot,,27,,,הרצליה,FALSE,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
814,16,30,20,00,1991,8,3,Sharot,,27,,,געש,FALSE,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
815,21,00,05,00,1991,8,3,Sharot,,50,,,הרצליה,FALSE,815,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"60 Kg
0.5 סולים",FALSE,,0.5,60 Kg
816,06,00,09,00,1991,8,4,Sharot,,27-28,,"6 סימנים
מהירות 3",רידינג,FALSE,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
817,9,45,13,45,1991,8,4,Sharot,,,,4 מיל ירידה בפאליק ל-3.8,נתניה,FALSE,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,,
818,14,30,,,1991,8,4,Sharot,Tel Aviv,,,3.8-4,,FALSE,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,,
819,23,00,05,00,1991,8,4,Sharot,Ashdod(S),42,,,,FALSE,819,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
820,07,00,10,30,1991,8,5,Sharot,Katza,20,,ירידה ל-2.2 עד אשדוד,,FALSE,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,,
821,11,30,15,15,1991,8,5,Sharot,Ashdod(S),22,,,,FALSE,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,,
822,14,30,17,45,1991,8,5,Sharot,Katza,,,3.25,,FALSE,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,,
823,21,30,05,30,1991,8,5,Sharot,Ashdod(N),48-50,,מהירות 2.7-2.8,,FALSE,823,,,0.5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,1.5 סול,FALSE,,,
824,6,30,,,1991,8,6,Sharot,,,,,כור,FALSE,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,25 ארגזים,FALSE,,,
825,,,,,1991,8,7,Zion,Ashdod(S),20-22,,,,FALSE,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
826,,,,,1991,8,7,Zion,,22-23,,,אשקלון,FALSE,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,,
827,,,,,1991,8,7,Zion,Jaffa,26/27,,5 סימנים,,FALSE,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,,
828,,,,,1991,8,7,Zion,,52/56,,,אולגה,FALSE,828,,,,,,,,2,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,0.5 סול,FALSE,,,
829,05,00,9,30,1991,8,8,Zion,,34,,7 סימנים,אולגה,FALSE,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
1 דקר",FALSE,,,
830,10,15,13,40,1991,8,8,Zion,,34,,,שפיים,FALSE,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"2 ארגזים
2 דקר",FALSE,,,
831,14,15,18,15,1991,8,8,Zion,,25-27,,אוניות שידור (מוסיקה),,FALSE,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
832,00,00,5,30,1991,8,8,Zion,,,,רשת שק לא ניילון,הרצליה,FALSE,832,,,,,,,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
833,11,00,14,45,1991,8,9,Zion,Jaffa,,,,,FALSE,833,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,3/4,,,,,FALSE,,FALSE,,,
834,19,00,,,1991,8,9,Zion,Falick,,,"4'
(7' ירידה ל23 פ' עד גשר)",,FALSE,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,5 ארגזים,FALSE,,,
835,21,00,,,1991,8,9,Zion,,56,,,אולגה,FALSE,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
836,6,00,,,1991,8,10,Zion,Tel Aviv,48,,,,FALSE,836,,,,,,,,4,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
837,6,00,10,00,1991,8,10,Zion,Tel Aviv,34/5,,,,FALSE,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"3 ארגזים
2 דקר",FALSE,,,
838,11,00,15,15,1991,8,10,Zion,Falick,34,,,,FALSE,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,,
839,16,00,19,30,1991,8,10,Zion,,28,,,גשר,FALSE,839,,,,,,,,1,,,,,,,,,2.5,,,,,,,,,,,,2,,,,,,,,FALSE,5 ארגזים,FALSE,,,
840,21,00,06,00,1991,8,10,Zion,,48/50,,,נתניה,FALSE,840,,,,,,,,4,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
841,7,30,,,1991,8,11,Zion,,26/27,,,כור,FALSE,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,,
842,,,,,1991,8,11,Zion,,,,"2.75
בת ים ירידה ל16 פ'",תל ברוך,FALSE,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,,
843,,,,,1991,8,12,Zion,,48-50,,,נתניה,FALSE,843,,,,,,,,2,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,1 סול + סולטן גדול,FALSE,,,
844,7,30,,,1991,8,12,Zion,,28,,,אולגה,FALSE,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,FALSE,"9 ארגזים
2 דקרים",FALSE,,,
845,,,,,1991,8,12,Zion,,28,,,עתלית,FALSE,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,"7 ארגזים
בול עץ וחלק מסירה",FALSE,,,
846,,,,,1991,8,12,Zion,,28,,,גשר,FALSE,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,10 ארגזים,FALSE,,,
847,6,00,,,1991,8,13,Zion,,,,,,FALSE,847,,,,,,,,,,2,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,1 סול + סולטן,FALSE,,,
848,7,30,11,30,1991,8,13,Zion,,26/7,,,שפיים,FALSE,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,10 Kg,,
849,,,,,1991,8,13,Zion,,,,,הילטון,FALSE,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,FALSE,"10 ארגזים
1 אנטיאס",FALSE,1,,
850,,,,,1991,8,13,Zion,Ashdod(S),17,,,,FALSE,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,,
851,11,30,15,00,1991,8,14,Levi,Ashdod(S),,,2.2,,FALSE,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,,
852,15,30,19,00,1991,8,14,Levi,Ashdod(S),,,"1.4-2.2
וחזרה על 20F",,FALSE,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,,
853,20,30,06,00,1991,8,14,Levi,,42,,,ניצנים,FALSE,853,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
854,7,00,11,00,1991,8,15,Levi,Falick,,,2.75,,FALSE,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,,
855,11,30,14,30,1991,8,15,Levi,,,,מדרגות בנק וחזרה,רידינג,FALSE,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
856,16,00,18,00,1991,8,15,Levi,,,,1.5,בת ים,FALSE,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14 ארגזים,FALSE,,,
857,00,00,06,00,1991,8,15,Levi,,48,,,ניצנים,FALSE,857,,,,,,,,,10,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
858,7,30,11,00,1991,8,16,Levi,Ashdod(S),18-19,,רשת קרועה,,FALSE,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,,
859,12,00,14,00,1991,8,16,Levi,,,,2.2,אשקלון,FALSE,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,,
860,14,30,18,00,1991,8,16,Levi,,,,2.2,אשקלון,FALSE,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
דגים יפים",FALSE,,,
861,21,00,05,30,1991,8,16,Levi,,48,,,ניצנים,FALSE,861,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
862,6,45,10,30,1991,8,17,Levi,,16-19,,,אשקלון,FALSE,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,FALSE,7 ארגזים,FALSE,,,
863,11,00,15,00,1991,8,17,Levi,,16-19,,,אשקלון,FALSE,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,,
864,15,30,18,30,1991,8,17,Levi,,16-19,,,אשקלון,FALSE,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
865,20,30,05,30,1991,8,17,Levi,Ashdod(S),42-48,,,,FALSE,865,,,,,,,,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
866,7,30,11,00,1991,8,18,Levi,,,,3.5,פלמחים,FALSE,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,,
867,12,15,15,30,1991,8,18,Levi,,,,2.2,אשקלון,FALSE,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,,
868,16,00,20,00,1991,8,18,Levi,,,,1.6-2.2,אשקלון,FALSE,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,,
869,21,30,05,00,1991,8,18,Levi,Ashdod(N),50,,,,FALSE,869,,,,,,,,2,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
870,6,00,09,30,1991,8,20,Levi,,,,1.6,בת ים,FALSE,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,,
871,10,00,13,30,1991,8,20,Levi,,,,1.6,אשדוד צינור,FALSE,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,,
872,,,,,1991,8,27,Zion,Hadera,"28, 32",,,,FALSE,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,סולטנים אדומים,FALSE,,,
873,,,,,1991,8,27,Zion,,80-100,,לילה,גשר,FALSE,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,קלאמרי,FALSE,,,
874,,,,,1991,8,27,Zion,Falick,28,,,,FALSE,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,10-12 Kg,,
875,,,,,1991,8,27,Zion,Ashdod(S),27,,,,FALSE,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"מקרונים
קצת סולטנים",FALSE,,,
876,00,00,06,00,1991,8,27,Levi,Ashdod(N),50,,,,FALSE,876,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,גמברי אדום,FALSE,,,
877,07,00,10,30,1991,8,28,Levi,,,,2.9,סידני עלי,FALSE,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
878,11,00,14,30,1991,8,28,Levi,,,,4 מיל,חזרה צפונה,FALSE,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
879,15,00,18,30,1991,8,28,Levi,,,,"2'
דרומה ומדרגות",הרצליה,FALSE,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,,
880,20,00,06,00,1991,8,28,Levi,Jaffa,50,,,,FALSE,880,,,,,,,,2,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
881,7,00,10,30,1991,8,29,Levi,,16,,מדרגות דרומה עד הצינור,רידינג,FALSE,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,,
882,11,30,15,00,1991,8,29,Levi,,27,,,פלמחים,FALSE,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
883,16,00,18,00,1991,8,29,Levi,Ashdod(S),20,,וירידה ל-1.4 עד אשדוד,,FALSE,883,,,,,,,,,,,,,,,1 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
884,21,00,06,00,1991,8,29,Levi,Ashdod(N),50-52,,,,FALSE,884,,,,,,,,2,,,,,,,70 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
885,7,00,10,30,1991,8,30,Levi,Falick,14,,2.75,,FALSE,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,,
886,12,00,16,00,1991,8,30,Levi,,16,,,רידינג,FALSE,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,,
887,16,30,18,30,1991,8,30,Levi,,,,,צינור צפונה,FALSE,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,,
888,19,30,,,1991,8,30,Levi,Falick,52,,,,FALSE,888,,,,,,,,2,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
889,07,00,10,15,1991,8,31,Levi,,27-28,,,רידינג,FALSE,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,,
890,11,45,15,00,1991,8,31,Levi,,28,,,כור,FALSE,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,,
891,15,30,18,30,1991,8,31,Levi,,22,,ירידה ל12F,ניצנים,FALSE,891,,,,,,,,,,,,,,,1 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,,
892,20,00,00,30,1991,8,31,Levi,Ashdod(S),16,,,,FALSE,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 Kg,FALSE,,,
893,01,00,05,00,1991,8,31,Levi,Ashdod(S),8-11,,,,FALSE,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 Kg,FALSE,,,
894,6,00,9,30,1991,9,1,Levi,Ashdod(S),12,,,,FALSE,894,,,,,,,,,,,,,,,3 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,,
895,14,00,18,00,1991,9,1,Levi,,12,,,אשקלון,FALSE,895,,,,,,,,,,,,,,,5 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,,
896,20,00,5,30,1991,9,1,Levi,Ashdod(S),12,,,,FALSE,896,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,20 Kg,FALSE,,,
897,6,30,10,00,1991,9,2,Levi,,12,,,אשקלון,FALSE,897,,,,,,,,10,,,,,,,3 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
898,10,30,14,30,1991,9,2,Levi,,12,,,,FALSE,898,,,,,,,,8,,,,,,,1 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
899,15,00,18,00,1991,9,2,Levi,,12,,,אשקלון,FALSE,899,,,,,,,,8,,,,,,,0.5 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
