Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Night_drag_comments,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Shark,Bori
659,11,30,15,20,1995,08,01,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
660,16,00,18,00,1995,08,01,Sharot,Ashdod S,,1.4,,FALSE,,FALSE,,FALSE,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
661,23,00,06,00,1995,08,01,Levi,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,661,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
662,07,00,11,00,1995,08,02,Levi,tzinor N,,2.6,,FALSE,,FALSE,,FALSE,,662,,,,,,,,,,,,1.5,,,,,,1 S+,,,,,,,,,,,0.5,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
663,15,00,19,00,1995,08,02,Levi,Herzelia S,,4,,FALSE,,FALSE,,FALSE,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
664,20,00,01,30,1995,08,02,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,664,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
665,01,30,06,00,1995,08,02,Levi,Palmachim N,,2.5,,FALSE,,FALSE,,FALSE,,665,,,,,,,,,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
666,07,00,11,00,1995,08,03,Levi,Bat yam S,,2.5,,FALSE,,FALSE,,FALSE,,666,,,,,,,,,,1 S+,,1.5,,,,4 B+,,8,,,,,,,,,,,,,,0.5,1,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
667,15,00,19,00,1995,08,03,Levi,Bat yam S,,2.5,,FALSE,,FALSE,,FALSE,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,18,,,,,FALSE,,,,,,,,,,,
668,22,00,06,00,1995,08,03,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,668,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,bori L+,,,,,,,,,FALSE,,,,,,,,,,,1 L+
669,07,00,11,00,1995,08,04,Levi,Jaffa S,,2.6,,FALSE,,FALSE,,FALSE,,669,,,,,,,,,,,,1.5,,,,2 B+,,12,1.5,,,,,,,,,,,,,,1,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
670,11,45,16,00,1995,08,04,Levi,Kor N,,2.7,,FALSE,,FALSE,,FALSE,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
671,16,30,20,00,1995,08,04,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
672,20,30,01,00,1995,08,04,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,672,,,,,,,,,24 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
673,01,30,06,00,1995,08,04,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,673,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
674,07,00,11,00,1995,08,05,Levi,Ashdod N,,2.7,,FALSE,,FALSE,,FALSE,,674,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,1,,,,,,,2 B+,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
675,12,00,16,00,1995,08,05,Levi,Tel Aviv S,,2.5,,FALSE,,FALSE,,FALSE,,675,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,2 B+,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
676,16,30,18,30,1995,08,05,Levi,Ashdod N,,2.7,,FALSE,,FALSE,,FALSE,,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
677,21,00,24,30,1995,08,05,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,677,,,,,,,,,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
678,01,30,06,30,1995,08,05,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,678,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
679,06,30,10,30,1995,08,06,Levi,Ashdod N,,2.75,,FALSE,,FALSE,,FALSE,,679,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
680,11,00,15,00,1995,08,06,Levi,Riding S,,3.25,,FALSE,,FALSE,,FALSE,,680,,,,,,,,,,0.5 S+,,1.5,,,,,,2,,,,,,,,,,,1 B+0.5 S+0.5 M+,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
681,15,30,18,00,1995,08,06,Levi,Palmachim S,,4,,FALSE,,FALSE,,FALSE,,681,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,1,,,,,FALSE,,,,,,,,,,,
682,23,00,02,30,1995,08,06,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,682,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
683,03,00,06,30,1995,08,07,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,683,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
684,07,00,23,00,1995,08,07,Levi,Palmachim N,,3.2,,FALSE,,FALSE,,FALSE,,684,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,1.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
685,11,30,15,30,1995,08,07,Levi,Herzelia N,,3.5,,FALSE,,FALSE,,FALSE,,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
686,16,30,19,30,1995,08,07,Levi,Herzelia S,,4,,FALSE,,FALSE,,FALSE,,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
687,20,00,23,30,1995,08,07,Levi,Jaffa S,,2.6,,FALSE,,FALSE,,FALSE,,687,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
688,00,00,06,00,1995,08,07,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,688,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
689,07,00,11,00,1995,08,08,Levi,Jaffa S,,2.6,,FALSE,,FALSE,,FALSE,,689,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
690,12,00,15,30,1995,08,08,Levi,Ashdod N,,3.7,,FALSE,,FALSE,,FALSE,,690,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,2,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
691,23,00,06,00,1995,08,08,Levi,Ashdod N,,2.7,,FALSE,,FALSE,,FALSE,,691,,,,,,,,,40 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, bori L+,,,,,,,,,FALSE,,,,,,,,,,,1 L+
692,07,00,11,15,1995,08,09,Levi,Palmachim N,,3.6,,FALSE,,FALSE,,FALSE,,692,,,,,,,,,,,,2 L+,,,,,,,,,,,,,,,,,1.5 B+0.6 S+0.6 M+,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
693,12,00,17,00,1995,08,09,Levi,Herzelia S,,3.7,,FALSE,,FALSE,,FALSE,,693,,,,,,,,,,,,2.5,,,,,,1,,,,,,,,,,,1,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
694,21,00,01,30,1995,08,09,Zion,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,694,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
695,02,00,05,45,1995,08,10,Zion,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,695,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
696,,,,,1995,08,10,Zion,Palmachim N,,3.5,,FALSE,,FALSE,,FALSE,,696,,,,,,,,,,,0.5,2,,,,,,,,,,,,,,,,,1 B+0.25 S+0.25 M+,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
697,,,,,1995,08,10,Zion,Herzelia S,,3.8,,FALSE,,FALSE,,FALSE,,697,,,,,,,0.3,,,,0.5,0.5 B+2.5,,,,1,,0.5,,,,,,,,,,,1.5 B+0.3 S+0.3 M+,,,,,,,,FALSE,,0.3,,,,,,,,FALSE,,,,,,,,,,,
698,,,,,1995,08,10,Zion,Ashdod S,7,,night,TRUE,,FALSE,,FALSE,,698,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
699,,,,,1995,08,11,Zion,Tel Aviv N,25,,,FALSE,,FALSE,,FALSE,,699,,,,,,,,,,,0.5,,,,,1,1,,,,,,,,,,,,0.25,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
700,,,,,1995,08,11,Zion,Riding S,26,,,FALSE,,FALSE,,FALSE,,700,,,,,,,,,,,0.25,,,,,1,2.5,,,,,,,,,,,,0.25,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
701,,,,,1995,08,11,Zion,Ashdod N,,2.6,night,TRUE,,FALSE,,FALSE,,701,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
702,,,,,1995,08,12,Zion,Ashdod S,25,,,FALSE,,FALSE,,FALSE,,702,,,,,,,,,,,,2,,,,1 B+0.5 S+,,,,,,,,,,,,,0.25,,,,,,,,FALSE,,0.75,,,,,,,,FALSE,,,,,,,,,,,
703,,,,,1995,08,12,Zion,Katza N,22,,,FALSE,,FALSE,,FALSE,,703,,,,,,,,,,,,,,,,1 B+0.25 M+,1.5,,,,,,,,,,,,0.25,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
704,,,,,1995,08,12,Zion,Ashdod N,,2.6,night,TRUE,,FALSE,,FALSE,,704,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
705,,,,,1995,08,13,Zion,Palmachim N,,4,,FALSE,,FALSE,,FALSE,,705,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
706,20,00,01,00,1995,08,13,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,706,,,,,,,,,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, bori L+,,,,,,,,,FALSE,,,,,,,,,,,1 L+
707,01,30,06,00,1995,08,13,Levi,tzinor N,,2.6,,FALSE,,FALSE,,FALSE,,707,,,,,,,,,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
708,06,45,11,00,1995,08,14,Levi,tzinor N,,2.5,,FALSE,,FALSE,,FALSE,,708,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,2,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
709,11,30,15,30,1995,08,14,Levi,Herzelia S,,4,,FALSE,,FALSE,,FALSE,,709,,,,,,,,,,,,1.5,,,,1,,,,,,,,,,,,,2,,,0.25,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
710,16,00,19,30,1995,08,14,Levi,Bat yam S,,3.5,,FALSE,,FALSE,,FALSE,,710,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
711,20,00,01,00,1995,08,14,Levi,Ashdod N,,2.75,,FALSE,,FALSE,,FALSE,,711,,,,,,,,,14 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 bori,,,,,,,,,FALSE,,,,,,,,,,,7
712,01,30,06,00,1995,08,15,Levi,tzinor,,2.6,,FALSE,,FALSE,,FALSE,,712,,,,,,,,,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
713,07,00,10,30,1995,08,15,Levi,Jaffa S,,2.6,,FALSE,,FALSE,,FALSE,,713,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,2,,,1 B+,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
714,03,30,07,00,1995,08,16,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,714,,,,,,,,,3 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
715,08,00,12,00,1995,08,16,Levi,Jaffa S,,2.6,,FALSE,,FALSE,,FALSE,,715,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
716,12,30,16,30,1995,08,16,Levi,Bat yam S,,2,,FALSE,,FALSE,,FALSE,,716,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
717,17,00,19,00,1995,08,16,Levi,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
718,21,00,02,00,1995,08,16,Levi,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,718,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
719,02,30,06,00,1995,08,17,Levi,Bat yam N,,2.6,,FALSE,,FALSE,,FALSE,,719,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
720,07,00,11,00,1995,08,17,Levi,Herzelia N,,2.75,,FALSE,,FALSE,,FALSE,,720,,,,,,,,,,,1.5,1,1,,,1,,,,,,,,,,,,,1.5,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
721,12,00,16,00,1995,08,17,Levi,Hadera S,,2.5,,FALSE,,FALSE,,FALSE,,721,,,,,,,,,,1 M+,1,,0.5,,,,,2.5,,,,,,,,,,,2.5 B+2.5 S+1.5 M+,,,,,,,1 B+,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
722,16,45,20,00,1995,08,17,Levi,Hadera S,,2.75,,FALSE,,FALSE,,FALSE,,722,,,,,,,,,,1,1,0.5,,,,,,2,,,,,,,,,,1,3 B+2 S+1 M+,,,0.5,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
723,21,00,03,00,1995,08,17,Levi,Natanya S,42,,,FALSE,,FALSE,,FALSE,,723,,,,,,,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,10,,,FALSE,,,,,,,,,,,
724,11,30,15,30,1995,08,18,Sharot,Ashdod N,,2.55,,FALSE,,FALSE,,FALSE,,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,9,,,,,FALSE,,,,,,,,,,,
725,16,00,19,30,1995,08,18,Sharot,Jaffa N,,2.85,,FALSE,,FALSE,,FALSE,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
726,20,00,00,30,1995,08,18,Sharot,Falick S,,2.85,,FALSE,,FALSE,,FALSE,,726,,,,,,,,,3 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
727,02,00,06,00,1995,08,19,Sharot,Jaffa N,52,,,FALSE,,FALSE,,FALSE,,727,,,,,,,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
728,07,30,11,30,1995,08,19,Sharot,Falick N,27,,,FALSE,,FALSE,,FALSE,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
729,12,15,15,45,1995,08,19,Sharot,Hadera S,27,,,FALSE,,FALSE,,FALSE,,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
730,16,10,20,30,1995,08,19,Sharot,Natanya S,27,,,FALSE,,FALSE,,FALSE,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
731,21,00,05,00,1995,08,19,Sharot,Falick S,52,,,FALSE,,FALSE,,FALSE,,731,,,,,,,,,,,,,,,100 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
732,07,00,11,30,1995,08,21,Sharot,Jaffa S,,3.7,,FALSE,,FALSE,,FALSE,,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
733,12,00,17,00,1995,08,21,Sharot,Ashdod N,,3.8,,FALSE,,FALSE,,FALSE,,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
734,18,00,00,00,1995,08,21,Sharot,Tel Aviv N,,,,FALSE,,FALSE,,FALSE,,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
735,02,00,06,00,1995,08,22,Sharot,Hadera S,54,,,FALSE,,FALSE,,FALSE,,735,,,,,,,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
736,07,30,12,00,1995,08,22,Sharot,gaas S,,3.7,,FALSE,,FALSE,,FALSE,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
737,13,00,17,00,1995,08,22,Sharot,Tel Aviv S,,3.8,,FALSE,,FALSE,,FALSE,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
738,20,30,06,00,1995,08,22,Sharot,Ashdod S,,,,FALSE,,FALSE,,FALSE,,738,,,,,,,,,55 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
739,07,00,12,00,1995,08,23,Sharot,Ashdod N,27,,,FALSE,,FALSE,,FALSE,,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
740,12,30,,,1995,08,23,Sharot,Jaffa S,27,,,FALSE,,FALSE,,FALSE,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
741,,,,,1995,08,24,Zion,Ashdod S,,,night,TRUE,,FALSE,,FALSE,,741,,,,,,,,,36 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
742,,,,,1995,08,24,Zion,Ashdod N,27,,,FALSE,,FALSE,,FALSE,,742,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,,,,,,FALSE,,,,,,,,,,,
743,,,,,1995,08,24,Zion,Tel Aviv S,27,,,FALSE,,FALSE,,FALSE,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,15,,,,,FALSE,,,,,,,,,,,
744,,,,,1995,08,25,Zion,Palmachim N,27,,,FALSE,,FALSE,,FALSE,,744,,,,,,,,,,1.5,,,,,,,4,1.5,,,,,,,,,,,1 B+3,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
745,,,,,1995,08,25,Zion,Herzelia S,27,,,FALSE,,FALSE,,FALSE,,745,,,,,,,,,,1.5,,3,,,,1 B+,,2.5,,,,,,,,,,,9,,,,,,,,FALSE,,1 Ind,,,,,,,,FALSE,,,,,,,,,,,
746,,,,,1995,08,25,Zion,Bat yam N,27,,,FALSE,,FALSE,,FALSE,,746,,,,,,,,,,1 S+,,4,,,,,,2,,,,,,,,,,,10,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
747,,,,,1995,08,25,Zion,,56,,night,TRUE,,FALSE,,FALSE,,747,,,,,,,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,4,,,FALSE,,,,,,,,,,,
748,,,,,1995,08,26,Zion,maagan michel S,27,,,FALSE,,FALSE,,FALSE,,748,,,,,,,,,,1 M+,,,,,,1 B+,,3,,,,,,,,,,,8,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
749,,,,,1995,08,26,Zion,Natanya S,27,,,FALSE,,FALSE,,FALSE,,749,,,,,,,,,,1 M+,1,2.5,0.5,,,3 B+,,0.6,,,,,,,,,,1,8,,,,,1,,,FALSE,,4 Kg,,,,,,,,FALSE,,,,,,,,,,,
750,,,,,1995,08,26,Zion,Ashdod S,,,,FALSE,,FALSE,,FALSE,,750,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
751,,,,,1995,08,27,Zion,Palmachim N,27,,,FALSE,,FALSE,,FALSE,,751,,,,,,,,,,1,,,,,,1.5 B+,2,0.5,,,,,,,,,,1,7,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
752,,,,,1995,08,27,Zion,Herzelia S,27,,,FALSE,,FALSE,,FALSE,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
753,22,00,06,00,1995,08,27,Levi,Palmachim N,50,,,FALSE,,FALSE,,FALSE,,753,,,,,,,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
754,07,00,10,30,1995,08,28,Levi,Falick N,27,,,FALSE,,FALSE,,FALSE,,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,18,,,,,FALSE,,,,,,,,,,,
755,11,00,15,00,1995,08,28,Levi,Michmoret N,27,,,FALSE,,FALSE,,FALSE,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
756,16,30,20,00,1995,08,28,Levi,Hadera S,28,,,FALSE,,FALSE,,FALSE,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,18,,,,,FALSE,,,,,,,,,,,
757,21,00,05,30,1995,08,28,Levi,Falick S,52,,,FALSE,,FALSE,,FALSE,,757,,,,,,,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,6,,,FALSE,,,,,,,,,,,
758,06,30,10,45,1995,08,29,Levi,Palmachim N,27,,,FALSE,,FALSE,,FALSE,,758,,,,,,,,,,1.5 M+,,1.5,,,,,,3 M+,,,,,,,,,,3.5,1.5 B+1 S+1 M+,,,,,,,2,FALSE,,5 Ind,,,,,,,,FALSE,,,,,,,,,,,
759,11,45,15,45,1995,08,29,Levi,Herzelia N,28,,,FALSE,,FALSE,,FALSE,,759,,,,,,,,,,1.5,1,2,1,,,,,,,,,,,,,,,,6,,,,,,,4 B+,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
760,08,00,12,00,1995,08,30,Sharot,Jaffa N,27,,,FALSE,,FALSE,,FALSE,,760,,,,,,,,,,,,2.5,,,,2,,1,,,,,,,,,,,3.5,,,,,,,4,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
761,12,30,16,00,1995,08,30,Sharot,gaas S,,4,,FALSE,,FALSE,,FALSE,,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,9,,,,,FALSE,,,,,,,,,,,
762,07,00,11,30,1995,08,31,Sharot,Ashdod N,27,,,FALSE,,FALSE,,FALSE,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
763,12,00,15,45,1995,08,31,Sharot,Jaffa S,,,,FALSE,,FALSE,,FALSE,,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,8,,,,,FALSE,,,,,,,,,,,
764,,,,,1995,08,31,Sharot,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,764,,,,,,,,,27 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
765,,,,,1995,08,31,Sharot,Ashdod S,,,,FALSE,,FALSE,,FALSE,,765,,,,,,,,,45 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
766,08,00,12,00,1995,09,01,Levi,Ashdod S,27,,,FALSE,,FALSE,,FALSE,,766,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1.5,,,,,,,,FALSE,,1 Ind,,,,,,,,FALSE,,,,,,,,,,,
