Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Tamnoon,Soltan_Hol,Adom,Shark,Tuna,Deba,Alafuchim,Sardin_round
680,17,15,19,30,2008,08,27,Levi,Katza N,11,,,,FALSE,,FALSE,,680,,,,,,,1 L+,,,,,,,,4,,,,,,2,,,,,,,,,,,,2 B+2 S+,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
681,21,00,01,00,2008,08,27,Levi,Gazza N,28,,,,FALSE,,FALSE,Gambari,681,,,,,,,,,10 Kg M+,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
682,01,30,06,15,2008,08,27,Levi,Ashdod S,28,,,,FALSE,,FALSE,Gambari,682,,,,,,,,,15 Kg M+,,,2,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,FALSE,,,,,,,2,
683,06,45,10,00,2008,08,28,Levi,Gazza N,24,,,,FALSE,,FALSE,,683,,,,,,,,,,,1,1,1,,,,,2,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind L+,,,2,,,,,FALSE,,,,,,,,
684,10,15,13,30,2008,08,28,Levi,Gazza N,21,,,,FALSE,,FALSE,,684,,,,,,,,,,,,,0.5,,1 M+,1.5,,1.5,,,,,,,,,,,1.5,,,,,,,,FALSE,המון ציונים,,,,,,,,,FALSE,,,,,,,,
685,14,00,17,00,2008,08,28,Levi,Ashkelon S,22,,,,FALSE,,FALSE,,685,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,1.5,,,,,,,,FALSE,המון ציונים,,,,1,,,,,FALSE,,,,,,,,
686,17,30,19,30,2008,08,28,Levi,Ashkelon N,20,,,,FALSE,,FALSE,,686,,,,,,,,,,,,,,,1 L+,1,,2,,,1,,,,,,,,,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
687,20,30,03,00,2008,08,28,Levi,Ashdod S,,1.7,,,FALSE,,FALSE,Gambari,687,,,,,8,,,,60 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
688,11,00,13,45,2008,08,29,Levi,Ashdod S,8,,,,FALSE,,FALSE,,688,,,,,,,,,,,,,,,0.5 B+,,,,,2 Ind L+,1,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
689,14,30,15,30,2008,08,29,Levi,,22,,נגמר שמן גיר,,FALSE,,FALSE,,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
690,07,00,10,30,2008,08,30,Levi,Ashdod N,13,,,,FALSE,,FALSE,,690,,,,,,,1,,,,,,,,2,1,,,,,2 M+,,,,,,,,,,,,1 M+,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
691,11,00,14,00,2008,08,30,Levi,Bat yam N,20,,,,FALSE,,FALSE,,691,,,,,,,,,,,,,,,2.5,,,,,,2,,,,,,,,,1,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
692,15,00,19,00,2008,08,30,Levi,Hertzlia S,,4,,,FALSE,,FALSE,,692,,,1,,,,,,,,,1,,,2,1,,2,,,1,1,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
693,21,00,02,00,2008,08,30,Levi,Ashdod S,28,,,,FALSE,,FALSE,Gambari,693,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
694,02,30,06,45,2008,08,30,Levi,Gazza N,28,,,,FALSE,,FALSE,Gambari,694,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,סולטן אדום קטן ובינוני,,,,,,,,,FALSE,,,,,,,,
695,07,30,10,30,2008,08,31,Levi,Ashdod S,28,,,,FALSE,,FALSE,,695,,,,,,,,,,,,,,,,,,2,,,,1,,,,,1,1 B+,1,,,,,,,,TRUE,הסולטן אדום,,,,,,,,,FALSE,,,,,,,,2
696,11,00,14,00,2008,08,31,Levi,Ashkelon S,26,,,,FALSE,,FALSE,,696,,,,,,,,,,,,1,1,,,,,2,,,,,,,,,1,,2.5,,,,,,,,FALSE,סולטן צהוב ואדום,,,,,,,,,FALSE,,,,,,,,
697,14,30,17,30,2008,08,31,Levi,,23.5,,,,FALSE,,FALSE,,697,,,,,,,,,,,,,,,,,,3,,,1,,,,,,2,,1,,,,,,,,FALSE,,1 Ind L+,,,1,,,,,FALSE,,,,,,,,
698,18,00,22,00,2008,08,31,Levi,Ashkelon S,26,,,,FALSE,,FALSE,,698,,,,,,,,,6 Kg,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
699,17,30,21,00,2008,09,05,Vadim,Ashdod N,27.5,,,,FALSE,,FALSE,,699,,,1.5,,,,,,,,,,0.5,,,,,1.5,,,,2,,,,,,,,,,,,,,,FALSE,מליטה שחורה?,,,,,,,,,FALSE,,,,,,,,
700,22,00,04,00,2008,09,05,Vadim,Hadera,,,,,FALSE,,FALSE,,700,,,,,,,2,,50 Kg,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
701,07,00,10,30,2008,09,06,Vadim,Hadera,27.5,,,,FALSE,,FALSE,,701,,,1,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
702,11,00,14,30,2008,09,06,Vadim,Hertzlia S,,4,,,FALSE,,FALSE,,702,,,0.5,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
703,15,30,19,00,2008,09,06,Vadim,Jaffa S,27.5,,,,FALSE,,FALSE,,703,,,1,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
704,,,,,2008,09,06,Vadim,Ashdod N,17.5,1.4,,,FALSE,,FALSE,Gambari,704,,,,,1.5,,,,120 Kg S+,,,,,,,5,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
705,06,30,10,30,2008,09,07,Vadim,Ashdod N,32,,,,FALSE,,FALSE,,705,,,1,,,,,,,,,2,,,,,,1,,,,2,,,,,,,,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,
706,11,00,15,00,2008,09,07,Vadim,Ashdod N,32,,,,FALSE,,FALSE,,706,,,1,,,,,,,,,2,,,,,,2,,,,3,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
707,,,,,2008,09,07,Vadim,Ashdod N,,,,,FALSE,,FALSE,,707,,,1.5,,,,,,,,,2,,,,,,4,,,,4,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
708,,,,,2008,09,07,Vadim,,17,1.4,,,FALSE,,FALSE,Gambari,708,,,,,,,,,70 Kg S+,,,,,,,2,,,,,0.5,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
709,09,30,14,00,2008,09,08,Vadim,Ashdod S,32,,,,FALSE,,FALSE,,709,,,1.5,,,,,,,,,1.5,,,,,,4,,,,3,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
710,14,30,19,00,2008,09,08,Vadim,,,,,,FALSE,,FALSE,,710,,,1,,,,,,,,,,1.5,,,,,5,,,1 L+,4,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
711,,,,,2008,09,08,Vadim,Ashdod S,24,,,,FALSE,,FALSE,Gambari,711,,,,,,,,,70 Kg,,,,,,,2,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
712,,,,,2008,09,09,Vadim,Ashdod N,30,,,,FALSE,,FALSE,,712,,,1,,,,,,,,,1,,,,,,1,,,,3.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
713,,,,,2008,09,09,Vadim,Jaffa S,32,,,,FALSE,,FALSE,,713,,,1,,,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
714,,,,,2008,09,09,Vadim,Ashdod N,32,,,,FALSE,,FALSE,,714,,,1.5,,,,,,,,,2,,,,,,2,,,,4,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
715,,,,,2008,09,09,Vadim,Ashdod N,17,1.4,,,FALSE,,FALSE,Gambari,715,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
716,10,00,13,30,2008,09,17,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,716,,,,,,,,,,,,,,,1,,,3,,,1,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
717,14,00,17,30,2008,09,17,Vadim,Ashdod N,,4,,,FALSE,,FALSE,,717,,,,,,,,,,,,,,,1,,,,,,1,3,,,,,,,,,,,2,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
718,18,00,20,30,2008,09,17,Vadim,Ashdod N,,,,,FALSE,,FALSE,,718,,,,,,,,,,,,1,,,,,,,,,1,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
719,,,,,2008,09,17,Vadim,Ashdod N,,1.4,,,FALSE,,FALSE,Gambari,719,,,,,,,,,45 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
720,06,30,10,00,2008,09,18,Vadim,Ashdod N,,4,,,FALSE,,FALSE,,720,,,,,,,,,,,,,,,2,,,2,,,,3,,,,,,,,,,,,,,,FALSE,הרבה ציונים,,,,,,,,,FALSE,,,,,,,,
721,10,30,14,00,2008,09,18,Vadim,Ashdod N,,,,,FALSE,,FALSE,,721,,,,,,,,,,,1,1,,,2,,,,,,2,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
722,15,00,19,00,2008,09,18,Vadim,Ashdod N,,,,,FALSE,,FALSE,,722,,,,,,,,,,,,1,,,2,,,3,,,,4,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
723,,,,,2008,09,18,Vadim,Ashdod N,,1.3,,,FALSE,,FALSE,Gambari,723,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
724,09,00,12,30,2008,09,19,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,724,,,,,,,,,,,,,,,5,,,9,,,4,,,,,,,,1,,,,4 L+5 S+,,,,FALSE,סולטן חול,,,,,,,,,FALSE,,,,,,,,
725,13,00,16,30,2008,09,19,Vadim,Jaffa S,,1.8,,,FALSE,,FALSE,,725,,,,,,,,,,,,,,,5,,,5,,,5,,,,,,3,,,,,,8 S+3 L+,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
726,17,00,19,00,2008,09,19,Vadim,,,,,,FALSE,,FALSE,,726,,,,,,,,,,,,,,,5,,,2,,,3,,,,,,,,,,,,5 S+2 L+,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
727,,,,,2008,09,19,Vadim,Ashdod N,,1.4,,,FALSE,,FALSE,Gambari,727,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
728,06,30,10,00,2008,09,20,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,728,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,2 S+1 L+,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
729,11,00,14,30,2008,09,20,Vadim,Ashdod N,,3.2,,,FALSE,,FALSE,,729,,,,,,,,,,,,,,,1,,,4,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
730,15,30,19,00,2008,09,20,Vadim,,,,,,FALSE,,FALSE,,730,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,,,1 S+,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
731,,,,,2008,09,20,Vadim,Ashdod N,,1.3,,,FALSE,,FALSE,Gambari,731,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
732,07,00,10,30,2008,09,21,Vadim,Ashdod N,,5,,,FALSE,,FALSE,,732,,,,,,,,,,,,0.5,,,,,,,,,2,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
733,11,00,13,30,2008,09,21,Vadim,Ashdod N,,3.8,,,FALSE,,FALSE,,733,,,,,,,,,,,,,,,,,,,,,2,0.33,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
734,14,30,18,00,2008,09,21,Vadim,Ashdod S,25,,,,FALSE,,FALSE,,734,,,1,,,,,,,,,1.5,,,1,,,8 M+,,,2.5,9,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
735,19,30,03,00,2008,09,21,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,735,,,2,,,,,,30 Kg,,,5,,,,1.5,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
736,10,00,14,00,2008,09,22,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,736,,,2,,,,,,,,,1.5,,,,,,,,,2,11,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
737,14,30,17,30,2008,09,22,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,737,,,4,,1,,,,,,1,2,,,,,,,,,1.5,10,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
738,19,30,03,15,2008,09,22,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,738,,,,,,,,,25 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
739,10,00,14,00,2008,09,23,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,739,,,1,,,,,,,,,1,,,,,,1,,,,5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
740,14,30,18,30,2008,09,23,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,740,,,2,,,,,,,,0.5,1,,,,,,,,,,3,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
741,19,30,03,00,2008,09,23,Vadim,,,,,,FALSE,,FALSE,,741,,,0.25,,,,,,20 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
742,10,30,13,45,2008,09,24,Levi,Ashdod S,29,,,,FALSE,,FALSE,,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,TRUE,,,,,,,,
743,14,30,17,00,2008,09,24,Levi,Ashkelon S,34,,,,FALSE,,FALSE,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,
744,17,30,20,00,2008,09,24,Levi,Ashkelon N,20,,,,FALSE,,FALSE,,744,,,,,1,,,,0.5 M+,,,,,,1,1 S+,,6 S+,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
745,21,15,02,00,2008,09,24,Levi,Ashdod N,,2.7,,,FALSE,,FALSE,,745,,,,,,,,,35 Kg M+,,,,,,,2,,,,,,,,,,,,,,,,,,,,,FALSE,המון סרטנים,,,,,,,,,FALSE,,,,,,,,
746,02,30,07,00,2008,09,24,Levi,Ashdod N,21,,,,FALSE,,FALSE,,746,,,,,,,,,35 Kg,,,,,,,1 L+1 M+1 S+,,,,,,,,,,,,,,,,,,,,,FALSE,המון סרטנים,,,,1,,,,,FALSE,,,,,,,,
747,07,45,10,45,2008,09,25,Levi,Kor N,22,3.1,,,FALSE,,FALSE,,747,,,,,,,,,,,,,,,1,2 M+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
748,11,15,14,15,2008,09,25,Levi,nitzanim S,22,,,,FALSE,,FALSE,,748,,,,,,,,,,,,,,,1,1,,28 M+,,,1,,,,,,,,1,,,,,,,,FALSE,מליטה צהובה,2 Ind,,,,,,,,FALSE,,,,,,,,
749,14,45,18,00,2008,09,25,Levi,Gazza N,22,,,,FALSE,,FALSE,,749,,,,,,,,,,,,,,,1,1,,8,,,2,,,,,,,,1,,,,,,,,FALSE,,4 Ind L+,,,1,,,,,FALSE,,,,,,,,
750,18,30,20,30,2008,09,25,Levi,nitzanim N,22,,,,FALSE,,FALSE,,750,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,TRUE,,,,,2,,,,,FALSE,,,,,,,,
751,21,30,03,00,2008,09,25,Levi,Ashdod N,,1.8,התחילה רוח חזקה מדרום מערב,,FALSE,,FALSE,Gambari,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
752,,,,,2008,09,26,Levi,,,,,,TRUE,,FALSE,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
753,,,,,2008,09,27,Levi,,,,,,TRUE,,FALSE,,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
754,11,15,13,15,2008,09,28,Levi,Ashdod S,21,,,,FALSE,,FALSE,,754,,,,,,,,,,,,,,,5,,,2 L+,,,4,1 L+,,,,,,,0.5,,,,,,,,FALSE,סולטן אדום,,,,1,,,,,FALSE,,,,,,,,
755,13,45,17,00,2008,09,28,Levi,nitzanim S,22,,,,FALSE,,FALSE,,755,,,,,,,,,,,,,,,8,,,,,,3,,,,,,,,1.5,,,,,,,,FALSE,סולטנים פס + אדום,,,,1,,,,,FALSE,,,,,,,,
756,17,30,20,30,2008,09,28,Levi,nitzanim S,28,,,,FALSE,,FALSE,,756,,,,,,,,,3 Kg,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
