Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,box_only,night_drag_prawn,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Many Nasralas,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Gomber,Vak Vak,Shark,Pijama,Aras
1122,11,30,16,45,2015,1,27,Michael,Tzinor biuv N,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,3.5,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,,,,
1266,1,30,6,0,2015,3,23,Levi,Tzinor biuv N,,2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,12 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1495,7,0,10,0,2015,8,13,Levi,Tzinor biuv N,,1.9,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,1,,,,,,,1,,,,,,3 B+,0.5,,,,,,,,,1 M+,,,,,,,,,FALSE,FALSE,,,,2,,,,,,FALSE,,1,,,,,,,,,,,,
1580,9,30,14,30,2015,9,4,Michael,Tzinor biuv N,26,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,,,2,,,,,,1,,,,,0.5,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1601,3,0,6,0,2015,9,8,Levi,Tzinor biuv N,20,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,1,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1642,21,30,2,0,2015,9,27,Levi,Tzinor biuv N,,2.8,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,10,,,,60 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1643,2,30,6,15,2015,9,27,Levi,Tzinor biuv N,,2,,,FALSE,,FALSE,,FALSE,FALSE,,,,,8,,,,60 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1647,11,30,15,30,2015,10,1,Michael,Tzinor biuv N,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.25,,1.5,,,,,,,,,,,,1.5,,0.25,,,0.5,,,,,,,2,,,,,,,1.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1654,19,0,0,0,2015,9,28,Levi,Tzinor biuv N,,2.6,,,FALSE,,FALSE,,FALSE,FALSE,,,,,6,,,1,55 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1667,1,30,6,30,2015,10,16,Levi,Tzinor biuv N,,2.75,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,10 crab M+ ruterned to the sea,,,,1,,,,,FALSE,,,,,,,,,,,,,,
1671,2,0,3,45,2015,10,17,Levi,Tzinor biuv N,18,2.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,9,,,1,2 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1672,14,45,18,30,2015,10,18,Michael,Tzinor biuv N,40,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,1,,,,,,,2,,,,,,,2,,,0.25,,,4,1.5,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1675,7,30,12,30,2015,10,19,Michael,Tzinor biuv N,41,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,1,,,,,,,0.5,,,,,,,0.5,,,2 Kg,,,2,0.5,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1679,7,30,12,30,2015,10,20,Michael,Tzinor biuv N,42,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,2,,,,3 Kg,,,0.5,,,2 Kg,,,1,2,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,2 Kg,,,,,,,,,,,,
1683,7,30,12,30,2015,10,21,Michael,Tzinor biuv N,42,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,2,,3 Kg,,,,,0.5,,,2 Kg,,,,2,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,2 Kg,,,,,,,,,,,,
1687,11,45,17,30,2015,10,21,Michael,Tzinor biuv N,42,,,,FALSE,,FALSE,,FALSE,FALSE,1 B+,,,,,,,1,,,,,,,2.5,,,,,,,,,,,,,1 S+,1,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1722,19,15,1,0,2015,10,31,Levi,Tzinor biuv N,,2.6,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,6,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
1734,10,45,14,0,2015,11,6,Michael,Tzinor biuv N,42.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,4,,,,,,,,,,4 Kg,,,1.5,1.5,,,,,,,1 B+,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
1742,6,30,10,30,2015,11,8,Michael,Tzinor biuv N,28,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,0.5,,0.5,,,,3 Kg,0.5,,,,,,0.5 S+,,,,,,,,1 B+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1750,9,0,13,0,2015,11,10,Michael,Tzinor biuv N,27.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,2 Kg,,,,,,,,,,,,0.5,,1,,,,,1 Kg,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,1 Kg,,,,,,,,
1791,7,0,12,30,2015,11,21,Michael,Tzinor biuv N,22,,,,FALSE,,FALSE,,FALSE,FALSE,0.5,,,,,,,0.5,,,,,,,,,1,,,,,1,,,2,,,3,1,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1803,6,45,11,45,2015,11,24,Michael,Tzinor biuv N,28,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,3 Kg,,3.5,2.5 M+,,,,1.5,0.5,,3 Kg,,,,1 Kg,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
1805,17,15,22,30,2015,11,24,Michael,Tzinor biuv N,44,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,0.5,,,,,,,3,,1,,,,,,,,0.25,,,,3 Kg,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,0.25,,,,,,,,,,,,
1881,6,15,10,45,2015,12,16,Michael,Tzinor biuv N,23.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,0.5,,1,,,,0.5,2.5,,,,,,,,,,,,,,0.5,FALSE,FALSE,,1 Ind L+,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
1885,7,0,11,30,2015,12,17,Michael,Tzinor biuv N,25,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,1.5,,,,,4,,,,,,7,,,,,,,,1.25,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
1888,10,15,14,15,2015,12,18,Michael,Tzinor biuv N,26.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,7,,,,,,6.5,,,,,,,,0.5,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
1892,9,30,13,45,2015,12,19,Michael,Tzinor biuv N,27,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,3 Kg,,,,,3,,,,,,1,,,,,,,,1 B+,FALSE,FALSE,,1 In L+,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
1919,9,15,13,30,2016,1,22,Michael,Tzinor biuv N,26.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,5,,0.5,,,,,2,3,,,,,5,,,,,,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1924,13,15,19,30,2016,1,23,Michael,Tzinor biuv N,24.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,3,,,,,,,,,,,,3,,1.5,,,,,1.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
1937,9,45,14,15,2016,1,31,Michael,Tzinor biuv N,26,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,3,,1.5,,,,,1,,,,,,1.5,,,,,,,,0.5,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2035,7,0,11,45,2016,3,22,Levi,Tzinor biuv N,12,1.8,,,FALSE,,FALSE,,FALSE,FALSE,,,,,2,,,,,,,,,,2,1,,8 M+,,,,,,,,,,,,,,,2 L+,,,2,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2051,7,15,12,0,2016,3,26,Levi,Tzinor biuv N,18,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1,,,,,,,0.5,,,1,,,,,,,1 B+,1 S+,,0.5,,,,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,0.5,,,,,,,,,,,,
2078,5,45,11,15,2016,4,5,Michael,Tzinor biuv N,38,,,,FALSE,,FALSE,,FALSE,FALSE,,2 Kg,0.5,,,,,,1,,,,,,2 Kg,,0.75,,,,,,1.5,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2099,7,15,12,30,2016,4,16,Michael,Tzinor biuv N,90,,,,FALSE,,FALSE,,FALSE,FALSE,2,1.5,,,,,,,,,,,,,2 Kg,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,FALSE,,,,,,,3,,3 Kg,FALSE,,,,,,,,,,,,,,
2132,17,15,20,0,2016,5,4,Levi,Tzinor biuv N,16.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,2,,,,,,,,,,,,,1 L+,1,,,,,,,,1 L+,,,,,,,,,1 M+ 1 L+,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2140,1,30,6,0,2016,5,6,Levi,Tzinor biuv N,18.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,3,,,,6 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2151,16,45,20,15,2016,5,9,Levi,Tzinor biuv N,,2,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,3,,,,,,,,,,,,,,1,,,0.5,,,,,1 M+,,,,,,,,1,,FALSE,FALSE,,,,,,,,,,FALSE,,0.5,,,,,,,,,,,,
2162,11,30,15,30,2016,5,14,Levi,Tzinor biuv N,,2.15,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,2,,,,,,,0.5,,,,,,,0.5,,,0.5,,,,,0.5,,,,,,,,0.5,1,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2172,6,15,11,15,2016,5,17,Michael,Tzinor biuv N,19.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,4,,,,,,,,,,1 Kg,,3 Kg,,0.5,,,0.5,,,,,1,,,,,,,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,3 Kg,,,,,,,,,,,,
2173,12,15,16,0,2016,5,17,Michael,Tzinor biuv N,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,2,,,,,,,,,,,,0.5,,0.5,,,0.5,,,,,1,,,,,,,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,0.5,,,,,,,,,,,,
2185,6,0,10,30,2016,5,21,Michael,Tzinor biuv N,19.2,,,,FALSE,,FALSE,,FALSE,FALSE,,,3 Kg,,2,,,,,,,,,,0.25,,4 Kg,,,,,,,,,,4,,,,2 Kg,,,,2,1,FALSE,FALSE,,,,,,,,,,FALSE,,0.25,,,,,,,,,,,,
2257,11,30,16,30,2016,9,3,Michael,Tzinor biuv N,23.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,0.5,,,,2.5,,1.5,,2,5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2304,12,0,16,0,2016,9,21,Michael,Tzinor biuv N,28.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,,,,,1,,0.5,,4,,,,,3,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
2347,7,0,12,0,2016,10,8,Michael,Tzinor biuv N,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,0.5,,,,,5,FALSE,FALSE,,1 Ind 10 Kg,,,1,,,,,FALSE,,,,,,,,,,,,,,
2386,7,15,12,30,2016,10,22,Michael,Tzinor biuv N,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,0.5,,,,,,,1,,,0.5,,,,,,1.5,2,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2402,11,30,15,30,2016,10,28,Michael,Tzinor biuv N,41,,,,FALSE,,FALSE,,FALSE,FALSE,0.5,,3 Kg,,,,,,,,,,,,3,,3 Kg,,,,,1 Kg,0.5,,,,,,6 Kg,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2563,13,30,18,0,2017,1,2,Michael,Tzinor biuv N,24.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,1,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2608,7,30,13,30,2017,1,23,Michael,Tzinor biuv N,42.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,2.5 Kg,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2771,6,45,11,0,2017,4,20,Michael,Tzinor biuv N,,2.6,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,4,,,,,,,1,,,,,,,,,,,,,0.25,,,,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,0.25,,,,,,,,,,,,
2773,16,15,18,45,2017,4,20,Michael,Tzinor biuv N,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2779,6,30,10,30,2017,4,24,Michael,Tzinor biuv N,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1.5,,,,,,,,,,,,,,0.5,,,,2,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2799,7,30,11,30,2017,5,6,Michael,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2824,11,30,15,30,2017,5,12,Michael,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.5,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2828,6,45,10,45,2017,5,13,Michael,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1.5,,,,1.5,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2830,16,30,19,15,2017,5,13,Michael,Tzinor biuv N,,2.6,,,FALSE,,FALSE,,FALSE,FALSE,,,0.25,,,,,,,,,1,,,,,,,0.25,,,,,,,,0.5,,,,1,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2832,9,30,13,30,2017,5,14,Michael,Tzinor biuv N,,"2,75",,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,,1.5,,,,1 B+,,,,1,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2836,6,45,11,30,2017,5,15,Michael,Tzinor biuv N,,3.25,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,1,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2838,17,0,19,30,2017,5,15,Michael,Tzinor biuv N,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1,,,,,,,,,,,,,,,0.5 B+,,,,2 Kg,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2843,6,30,10,30,2017,5,17,Levi,Tzinor biuv N,,2.3,,,FALSE,,FALSE,,FALSE,FALSE,1.5 B+,,,,1,,,,,,,1,,,,,,,,,,0.5,,,,,0.5,,,,,1,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2890,17,0,19,45,2017,6,1,Michael,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2895,17,0,19,45,2017,6,2,Michael,Tzinor biuv N,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
2915,10,45,15,30,2017,6,9,Michael,Tzinor biuv N,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2921,17,15,19,45,2017,6,10,Michael,Tzinor biuv N,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,2.5,,,,2.5,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2925,17,45,20,15,2017,6,11,Michael,Tzinor biuv N,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2945,7,0,11,0,2017,8,17,Levi,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,0.5 B+,,,,,0.5,,,,,,0.5,1,,2 S+,0.25,,,,,,,0.25,,,,1,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2993,1,0,6,0,2017,9,2,Levi,Tzinor biuv N,,2.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,1,24 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3054,6,15,1,30,2017,9,17,Levi,Tzinor biuv N,,2.6,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,0.5,35 Kg S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3084,22,30,3,30,2017,9,28,Levi,Tzinor biuv N,16,1.8,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,1,25 Kg S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3124,7,0,11,0,2017,10,12,Levi,Tzinor biuv N,16,2,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,0.5,,,,,,0.5 M+,,0.5,,,,,,3 L+1,0.25,,,,,,,,,,,,,,1.5 L+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.25,,,,,,,,
3180,1,15,6,30,2017,10,25,Levi,Tzinor biuv N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,3,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3197,10,45,15,0,2017,10,31,Levi,Tzinor biuv N,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,1,,,0.5,,,1,1.25,0.5,,,,,,,,,,,,,0.33,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3203,6,15,11,45,2017,11,1,Michael,Tzinor biuv N,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,1.5,,,,,,1.5,1,,,,,,,,,,,,,0.5,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3221,6,30,11,30,2017,11,6,Michael,Tzinor biuv N,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,1 B+,,,,,0.5,,,0.5,,,,,,2,0.5,,,,,,,,,,,1.5,,,1.5,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3261,7,15,11,45,2017,11,18,Michael,Tzinor biuv N,85,,,,FALSE,,FALSE,,FALSE,FALSE,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,10,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3265,7,30,11,45,2017,11,19,Michael,Tzinor biuv N,79,,,,FALSE,,FALSE,,FALSE,FALSE,0.25,2,,,,,,,,,,,,,12,,,,,,,,,,,,,0.25,6 Kg,,,,,,,0.5 B+,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3410,8,30,13,30,2018,1,12,Michael,Tzinor biuv N,80,,,,FALSE,,FALSE,,FALSE,FALSE,,2,,,,,,,,,,,,,5,,,,,,,,1,,3,,,,,,,,,,,7 B+,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3430,7,0,11,0,2018,1,21,Levi,Tzinor biuv N,,2,,,FALSE,,FALSE,,FALSE,FALSE,,,4.5,,,,,,,,,2,,,7,,,1,1.5,,1,1.5 B+0.5 M+,2,,,1 M+1.5,,,,,,,,,,1,FALSE,FALSE,,1 Ind 5 Kg,,,,1.5,,,,FALSE,,,,,,,,,,,,,,
3437,7,0,11,30,2018,1,28,Levi,Tzinor biuv N,,1.8,,,FALSE,,FALSE,,FALSE,FALSE,,,4,,,,0.25,,,,,3,,,14,4 M+,,0.5 S+,,,0.25,0.5 B+,6,,,,,,,,,,,,,2,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,,,,,,,
3533,6,30,9,30,2018,3,7,Levi,Tzinor biuv N,,3,,,FALSE,,FALSE,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,TRUE,,,,,,,,,,,,,,
3544,13,0,17,30,2018,3,12,Michael,Tzinor biuv N,24,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,2,,,,,,,,FALSE,,,,,,,,,,,,,,
3602,6,45,12,15,2018,4,8,Michael,Tzinor biuv N,16.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,1 S+,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3668,17,0,19,30,2018,5,3,Michael,Tzinor biuv N,24,,,,FALSE,,FALSE,,FALSE,FALSE,,,2.5 Kg,,,,,,,,,3 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3683,21,30,3,30,2018,5,9,Levi,Tzinor biuv N,18,2.5,,,FALSE,,FALSE,,FALSE,TRUE,,,2,,,,,,15 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3686,6,45,11,0,2018,5,14,Levi,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,,,0.2,0.2,,,0.2,,,0.2,,,0.2,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3691,6,30,10,30,2018,5,15,Levi,Tzinor biuv N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.33,,,0.33,,,,,,,0.33,,,,,,,,,,,,,,5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3743,17,30,20,15,2018,6,6,Michael,Tzinor biuv N,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3750,16,45,20,0,2018,6,8,Michael,Tzinor biuv N,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,0.5,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3753,6,30,12,30,2018,6,9,Michael,Tzinor biuv N,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.25,,,,,,,,,1,,,,,,,2,,,1.33,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3790,17,45,19,45,2018,6,21,Michael,Tzinor biuv N,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.33,,,,,FALSE,,,,,,,,,,,,,,
3813,6,30,11,30,2018,6,29,Michael,Tzinor biuv N,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,3 Kg,,,,,,,,,0.5,,,,,,,,,,,,,,,,3 B+,,,3 Kg,,,,,1 B+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3814,17,30,19,15,2018,6,29,Michael,Tzinor biuv N,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
